feature_name
托宾Q值A
EVA率口径一
销售EVA率口径一
现金流到期债务保障倍数_missing_ind
现金流到期债务保障倍数
净资产收益率增长率A_missing_ind
净资产收益率增长率A
营业利润增长率A_missing_ind
营业利润增长率A
盈利波动性_missing_ind
盈利波动性
应付账款周转率A_missing_ind
应付账款周转率A
净利润现金净含量
营运指数
市盈率PE1
行业名称1_专业技术服务业
行业名称1_专用设备制造业
行业名称1_互联网和相关服务
行业名称1_仪器仪表制造业
行业名称1_住宿业
行业名称1_体育
行业名称1_公共设施管理业
行业名称1_其他制造业
行业名称1_其他服务业
行业名称1_其他金融业
行业名称1_农、林、牧、渔专业及辅助性活动
行业名称1_农业
行业名称1_农副食品加工业
行业名称1_化学原料和化学制品制造业
行业名称1_化学纤维制造业
行业名称1_医药制造业
行业名称1_卫生
行业名称1_印刷和记录媒介复制业
行业名称1_商务服务业
行业名称1_土木工程建筑业
行业名称1_多式联运和运输代理业
行业名称1_家具制造业
行业名称1_居民服务业
行业名称1_广播、电视、电影和录音制作业
行业名称1_废弃资源综合利用业
行业名称1_建筑安装业
行业名称1_建筑装饰、装修和其他建筑业
行业名称1_开采专业及辅助性活动
行业名称1_房地产业
行业名称1_房屋建筑业
行业名称1_批发业
行业名称1_教育
行业名称1_文化艺术业
行业名称1_文教、工美、体育和娱乐用品制造业
行业名称1_新闻和出版业
行业名称1_有色金属冶炼和压延加工业
行业名称1_有色金属矿采选业
行业名称1_木材加工和木、竹、藤、棕、草制品业
行业名称1_机动车、电子产品和日用产品修理业
行业名称1_林业
行业名称1_橡胶和塑料制品业
行业名称1_水上运输业
行业名称1_水的生产和供应业
行业名称1_汽车制造业
行业名称1_渔业
行业名称1_煤炭开采和洗选业
行业名称1_燃气生产和供应业
行业名称1_生态保护和环境治理业
行业名称1_电信、广播电视和卫星传输服务
行业名称1_电力、热力生产和供应业
行业名称1_电气机械和器材制造业
行业名称1_畜牧业
行业名称1_皮革、毛皮、羽毛及其制品和制鞋业
行业名称1_石油、煤炭及其他燃料加工业
行业名称1_石油和天然气开采业
行业名称1_研究和试验发展
行业名称1_科技推广和应用服务业
行业名称1_租赁业
行业名称1_管道运输业
行业名称1_纺织业
行业名称1_纺织服装、服饰业
行业名称1_综合
行业名称1_航空运输业
行业名称1_装卸搬运和仓储业
行业名称1_计算机、通信和其他电子设备制造业
行业名称1_资本市场服务
行业名称1_软件和信息技术服务业
行业名称1_通用设备制造业
行业名称1_造纸和纸制品业
行业名称1_道路运输业
行业名称1_邮政业
行业名称1_酒、饮料和精制茶制造业
行业名称1_金属制品、机械和设备修理业
行业名称1_金属制品业
行业名称1_铁路、船舶、航空航天和其他运输设备制造业
行业名称1_铁路运输业
行业名称1_零售业
行业名称1_非金属矿物制品业
行业名称1_非金属矿采选业
行业名称1_食品制造业
行业名称1_餐饮业
行业名称1_黑色金属冶炼和压延加工业
行业名称1_黑色金属矿采选业
报表类型编码_A
